Grade,MI Baseline,MI Follow Up 1,MI Follow Up 2,RI Baseline,RI Follow Up 1,RI Follow Up 2,MI Imp 1 to 2,MI Imp 1 to 3,RI Imp 1 to 2,RI Imp 1 to 3
9,,,,813,838,931,,,25,118
9,,,,726,681,746,,,-45,20
9,590,675,350,263,454,500,85,-240,191,237
9,390,535,475,462,523,660,145,85,61,198
9,930,280,395,660,,797,-650,-535,,137
9,280,385,365,554,569,580,105,85,15,26
9,295,585,360,846,955,880,290,65,109,34
9,,,,964,1020,981,,,56,17
6,,,,173,41,,,,-132,
6,,,,152,0,,,,-152,
6,,,,805,758,,,,-47,
6,,,,264,264,,,,0,
6,590,505,,,,,-85,,,
6,590,365,,,,,-225,,,
6,,,,447,,764,,,,317
6,635,840,,,,,205,,,
6,430,330,475,,,,-100,45,,
6,415,285,,,,,-130,,,
6,,,,633,621,723,,,-12,90
6,,,,914,,869,,,,-45
6,,,,654,593,371,,,-61,-283
7,,,,797,756,,,,-41,
7,560,345,480,,,,-215,-80,,
7,,,,703,,780,,,,77
7,,,,495,567,597,,,72,102
7,,,,327,143,26,,,-184,-301
7,,,,854,805,823,,,-49,-31
7,,,,639,753,505,,,114,-134
7,410,340,790,,,,-70,380,,
7,330,430,455,778,,,100,125,,
7,815,695,740,,,,-120,-75,,
7,490,530,655,,,,40,165,,
8,380,520,460,,,,140,80,,
8,495,490,195,504,,,-5,-300,,
8,,,,623,442,542,,,-181,-81
8,,,,725,631,840,,,-94,115
8,,,,796,645,634,,,-151,-162
6,240,390,510,,,,150,270,,
6,,,,615,410,362,,,-205,-253
6,,,,558,563,539,,,5,-19
6,435,345,605,,,,-90,170,,
6,525,650,820,,,,125,295,,
6,,,,306,379,428,,,73,122
6,,,,402,338,181,,,-64,-221
6,520,610,285,311,,,90,-235,,
6,285,350,730,,,,65,445,,
6,,,,489,191,55,,,-298,-434
6,500,610,690,,,,110,190,,
6,770,275,665,,,,-495,-105,,
6,,,,664,402,880,,,-262,216
6,,,,466,598,667,,,132,201
6,575,380,445,,,,-195,-130,,
6,,,,739,713,686,,,-26,-53
6,,,,438,484,718,,,46,280
6,515,610,685,,,,95,170,,
6,,,,577,630,711,,,53,134
6,,,,359,,523,,,,164
6,795,540,605,,,,-255,-190,,
6,,,,384,648,539,,,264,155
6,565,910,810,834,,,345,245,,
6,,,,676,799,897,,,123,221
6,680,720,595,,,,40,-85,,
6,,,,911,929,1123,,,18,212
6,355,490,375,,,,135,20,,
6,,,,856,825,797,,,-31,-59
6,,,,764,856,984,,,92,220
6,,,,723,827,792,,,104,69
6,430,595,340,,,,165,-90,,
6,,,,731,,873,,,,142
6,540,350,405,,,,-190,-135,,
6,240,150,350,,,,-90,110,,
6,370,570,740,,,,200,370,,
6,,,,762,700,810,,,-62,48
6,,,,804,810,772,,,6,-32
6,,,,673,,761,,,,88
6,,,,463,417,368,,,-46,-95
6,,,,840,887,927,,,47,87
6,355,260,335,,,,-95,-20,,
6,,,,707,708,735,,,1,28
6,445,,250,,,,,-195,,
6,590,405,390,193,,,-185,-200,,
6,475,300,560,,,,-175,85,,
6,,,,767,734,808,,,-33,41
6,,,,380,453,397,,,73,17
6,520,395,340,,,,-125,-180,,
6,250,470,105,,,,220,-145,,
6,,,,793,834,927,,,41,134
6,310,330,350,,,,20,40,,
6,,,,457,,457,,,,0
6,,,,666,668,426,,,2,-240
6,,,,853,783,813,,,-70,-40
6,,,,863,617,980,,,-246,117
6,370,475,600,766,,,105,230,,
6,,,,323,432,727,,,109,404
6,470,325,280,,,,-145,-190,,
6,,,,560,558,798,,,-2,238
6,680,870,920,,,,190,240,,
6,385,220,350,736,,,-165,-35,,
6,,,,538,698,890,,,160,352
6,,,,822,877,936,,,55,114
6,,,,896,917,1051,,,21,155
6,575,365,440,,,,-210,-135,,
6,,,,679,605,690,,,-74,11
6,325,460,430,522,,,135,105,,
8,,,,429,596,699,,,167,270
8,420,550,410,803,,,130,-10,,
8,,,,223,466,439,,,243,216
8,445,410,435,,,,-35,-10,,
8,465,200,,,,,-265,,,
8,,,,653,,787,,,,134
8,395,530,625,,,,135,230,,
8,,,,447,437,528,,,-10,81
8,450,325,340,,,,-125,-110,,
8,,,,773,741,769,,,-32,-4
8,,,,459,347,417,,,-112,-42
9,,,,741,820,1126,,,79,385
9,945,1095,,,,,150,,,
9,435,205,,,,,-230,,,
9,,,,696,856,,,,160,
9,,,,850,916,869,,,66,19
9,125,-270,,,,,-395,,,
9,,,,828,,847,,,,19
9,,,,917,,800,,,,-117
9,655,740,935,875,,,85,280,,
9,,,,570,800,877,,,230,307
10,670,750,1160,,,,80,490,,
9,630,,,188,291,447,,,103,259
9,855,,980,957,,,,125,,
9,385,485,425,736,,,100,40,,
9,,,,791,894,895,,,103,104
9,575,860,720,843,,,285,145,,
9,,,,597,769,866,,,172,269
9,,,,718,875,705,,,157,-13
9,475,475,-35,753,,,0,-510,,
9,250,340,395,,,,90,145,,
9,530,560,420,622,,,30,-110,,
9,,,,622,816,885,,,194,263
9,260,,,169,386,,,,217,
9,,,,801,878,775,,,77,-26
9,780,455,360,750,,,-325,-420,,
9,395,515,475,,,,120,80,,
9,275,,,684,870,965,,,186,281
10,370,400,600,,,,30,230,,
9,,,,478,573,537,,,95,59
9,335,435,685,,,,100,350,,
9,325,585,465,911,,,260,140,,
9,,,,745,847,872,,,102,127
9,,,,980,1133,1200,,,153,220
9,,,,970,1013,1183,,,43,213
9,555,515,850,917,,,-40,295,,
9,430,580,700,779,,,150,270,,
9,,,,639,836,986,,,197,347
9,865,735,970,1147,,,-130,105,,
9,615,660,965,,,,45,350,,
9,735,640,725,,,,-95,-10,,
9,655,895,825,,,,240,170,,
9,785,570,695,,,,-215,-90,,
9,,,,414,690,764,,,276,350
9,,,,96,174,425,,,78,329
9,710,675,760,759,,,-35,50,,
9,,,,798,656,643,,,-142,-155
9,545,,530,1048,,,,-15,,
9,370,485,785,924,,,115,415,,
9,,,,752,821,875,,,69,123
9,,,,751,876,856,,,125,105
9,,,,797,798,783,,,1,-14
9,685,,,642,905,663,,,263,21
9,600,550,530,878,,,-50,-70,,
9,645,,,455,396,562,,,-59,107
9,,,,962,972,984,,,10,22
9,600,680,915,,,,80,315,,
9,,,,762,769,738,,,7,-24
9,365,385,650,785,,,20,285,,
9,270,380,740,,,,110,470,,
9,,,,682,800,857,,,118,175
9,400,665,745,611,,,265,345,,
9,280,395,560,889,,,115,280,,
9,,,,638,648,638,,,10,0
9,,,,584,761,855,,,177,271
9,,,,611,700,872,,,89,261
9,465,685,625,885,,,220,160,,
9,300,225,575,,,,-75,275,,
9,,,,521,766,877,,,245,356
10,,,,383,,531,,,,148
9,470,,400,877,,,,-70,,
9,595,755,475,898,,,160,-120,,
9,,,,545,612,731,,,67,186
9,380,500,700,272,,,120,320,,
9,,,,899,1143,1145,,,244,246
9,250,400,,,,,150,,,
9,610,805,775,,,,195,165,,
9,,,,954,1165,1164,,,211,210
9,,,,534,525,607,,,-9,73
9,615,470,855,764,,,-145,240,,
9,,,,1032,1060,1065,,,28,33
9,,,,548,530,615,,,-18,67
9,,,,672,795,906,,,123,234
9,-135,255,300,698,,,390,435,,
9,515,310,570,,,,-205,55,,
9,,,,772,890,875,,,118,103
9,390,200,655,,,,-190,265,,
9,,,,932,,910,,,,-22
9,530,625,785,685,,,95,255,,
9,385,390,790,731,,,5,405,,
9,,,,763,785,866,,,22,103
9,440,,,395,,867,,,,472
9,,,,490,514,446,,,24,-44
9,705,,740,889,,,,35,,
9,345,470,740,752,,,125,395,,
9,,,,965,1036,1102,,,71,137
9,,,,872,846,913,,,-26,41
9,455,425,885,576,,,-30,430,,
5,645,615,,1056,,,-30,,,
5,275,305,,52,,,30,,,
5,-25,,,386,481,,,,95,
5,375,330,,141,,,-45,,,
5,75,,,430,527,,,,97,
5,530,695,,545,,,165,,,
5,-40,,,158,0,,,,-158,
5,820,,,613,705,,,,92,
5,265,,,227,166,,,,-61,
5,755,,,581,633,,,,52,
5,590,530,,683,,,-60,,,
5,345,,,251,468,546,,,217,295
4,380,385,470,174,,,5,90,,
5,730,,,593,645,710,,,52,117
4,465,305,735,730,,,-160,270,,
5,70,,,530,625,605,,,95,75
4,555,,,485,631,720,,,146,235
5,340,,,203,392,486,,,189,283
4,460,540,765,432,,,80,305,,
4,290,310,705,353,,,20,415,,
5,350,,,719,861,904,,,142,185
4,365,280,805,343,,,-85,440,,
5,490,,,415,646,678,,,231,263
5,425,,,391,413,514,,,22,123
5,200,,,634,750,764,,,116,130
5,195,,,366,305,437,,,-61,71
5,345,510,750,521,,,165,405,,
5,485,,,493,558,760,,,65,267
5,535,290,735,189,,,-245,200,,
5,395,580,665,603,,,185,270,,
5,500,,,608,744,753,,,136,145
5,385,425,390,293,,,40,5,,
5,375,425,330,668,,,50,-45,,
5,410,590,535,79,,,180,125,,
5,175,280,230,258,,,105,55,,
5,520,,,600,676,656,,,76,56
5,755,,,479,553,691,,,74,212
5,480,670,815,581,,,190,335,,
5,285,,,479,487,448,,,8,-31
5,370,345,800,224,,,-25,430,,
5,100,,,730,731,782,,,1,52
5,310,,,437,579,489,,,142,52
5,310,,,472,462,607,,,-10,135
5,400,310,335,306,,,-90,-65,,
6,,,,0,0,0,,,0,0
6,-55,100,465,246,,,155,520,,
6,,,,44,96,0,,,52,-44
6,575,465,330,681,,,-110,-245,,
6,440,520,640,342,,,80,200,,
6,770,635,585,,,,-135,-185,,
6,,,,861,861,858,,,0,-3
6,,,,680,684,742,,,4,62
6,,,,374,446,382,,,72,8
6,,,,5,194,508,,,189,503
6,275,300,350,509,,,25,75,,
4,500,475,625,425,,,-25,125,,
4,240,185,405,488,,,-55,165,,
4,225,,,64,386,468,,,322,404
4,290,,,458,557,549,,,99,91
4,80,,,387,444,541,,,57,154
4,315,,,462,640,671,,,178,209
4,230,395,310,447,,,165,80,,
4,235,,,0,758,819,,,758,819
4,450,,,101,298,528,,,197,427
4,430,395,745,699,,,-35,315,,
4,280,300,505,354,,,20,225,,
4,285,,,477,459,494,,,-18,17
4,310,,,296,392,419,,,96,123
4,485,345,480,211,,,-140,-5,,
4,170,,,570,585,512,,,15,-58
4,455,305,660,269,,,-150,205,,
4,440,260,500,389,,,-180,60,,
4,470,400,645,520,,,-70,175,,
4,380,335,470,310,,,-45,90,,
4,510,,,600,781,741,,,181,141
4,435,,,336,487,633,,,151,297
4,490,,,555,750,757,,,195,202
6,,,,637,773,878,,,136,241
6,595,705,775,,,,110,180,,
6,405,455,615,,,,50,210,,
6,355,395,460,656,,,40,105,,
6,,,,487,509,469,,,22,-18
6,,,,837,906,967,,,69,130
6,315,305,485,,,,-10,170,,
6,,,,711,731,738,,,20,27
6,495,560,555,,,,65,60,,
6,,,,392,510,554,,,118,162
6,,,,523,532,546,,,9,23
6,,,,708,642,834,,,-66,126
6,815,,740,,,,,-75,,
6,605,760,745,,,,155,140,,
6,,,,485,497,709,,,12,224
6,,,,331,372,593,,,41,262
4,280,,,379,334,513,,,-45,134
4,270,,,146,264,431,,,118,285
4,285,335,310,161,,,50,25,,
4,465,,,349,399,482,,,50,133
4,305,330,580,25,,,25,275,,
4,315,300,290,0,,,-15,-25,,
4,485,465,590,559,,,-20,105,,
4,325,,,156,315,539,,,159,383
4,425,570,570,670,,,145,145,,
4,495,,,431,525,577,,,94,146
4,365,,,431,531,488,,,100,57
9,175,475,,,,,300,,,
9,650,675,,,,,25,,,
9,,,,815,752,,,,-63,
9,,,,425,573,633,,,148,208
9,,,,809,371,467,,,-438,-342
9,795,495,820,,,,-300,25,,
9,680,915,780,,,,235,100,,
9,,,,865,858,1127,,,-7,262
9,,,,876,972,912,,,96,36
9,,,,881,838,804,,,-43,-77
9,895,985,1045,,,,90,150,,
9,565,565,665,,,,0,100,,
9,230,285,360,509,,,55,130,,
9,,,,671,683,653,,,12,-18
9,610,580,745,,,,-30,135,,
9,,,,646,836,874,,,190,228
9,,,,483,447,299,,,-36,-184
9,,,,330,299,352,,,-31,22
9,,,,537,686,774,,,149,237
9,535,710,580,,,,175,45,,
9,365,650,415,,,,285,50,,
9,655,620,505,,,,-35,-150,,
9,,,,205,172,289,,,-33,84
9,,,,516,545,782,,,29,266
9,580,,635,,,,,55,,
9,,,,469,529,626,,,60,157
9,,,,720,883,844,,,163,124
9,895,1085,1140,,,,190,245,,
9,,,,851,890,860,,,39,9
9,,,,852,832,932,,,-20,80
9,690,615,650,,,,-75,-40,,
9,380,285,355,,,,-95,-25,,
9,,,,622,617,771,,,-5,149
9,,,,766,582,683,,,-184,-83
9,,,,589,559,865,,,-30,276
9,415,710,695,641,,,295,280,,
9,,,,570,692,615,,,122,45
9,790,,600,,,,,-190,,
9,350,,,871,681,638,,,-190,-233
9,,,,546,577,581,,,31,35
9,,,,801,978,903,,,177,102
9,,,,518,554,576,,,36,58
9,760,770,830,,,,10,70,,
9,565,595,630,796,,,30,65,,
9,,,,710,799,786,,,89,76
9,,,,834,1113,1190,,,279,356
9,605,500,,,,,-105,,,
9,605,590,475,531,,,-15,-130,,
9,805,535,685,,,,-270,-120,,
9,870,950,865,,,,80,-5,,
9,735,,660,509,,,,-75,,
9,,,,817,612,686,,,-205,-131
9,390,400,290,,,,10,-100,,
9,,,,924,804,694,,,-120,-230
9,,,,864,881,1020,,,17,156
9,,,,800,780,813,,,-20,13
9,,,,1026,937,1091,,,-89,65
9,680,675,575,,,,-5,-105,,
9,590,785,400,,,,195,-190,,
9,,,,685,848,848,,,163,163
4,210,315,,320,,,105,,,
4,610,,,501,474,,,,-27,
4,595,,,319,479,,,,160,
4,230,,,268,455,,,,187,
4,485,240,,0,,,-245,,,
4,-120,160,,663,,,280,,,
4,580,,,197,362,,,,165,
4,525,470,,878,,,-55,,,
3,405,300,,545,,,-105,,,
4,440,665,,,,,225,,,
4,-25,355,,340,,,380,,,
4,10,275,,249,,,265,,,
4,485,,,457,384,643,,,-73,186
4,250,210,535,458,,,-40,285,,
4,575,,,408,536,611,,,128,203
4,220,325,470,454,,,105,250,,
4,405,,,610,558,546,,,-52,-64
4,400,,,150,160,241,,,10,91
4,400,,,349,510,521,,,161,172
4,350,,,41,0,470,,,-41,429
4,175,310,395,492,,,135,220,,
4,350,280,985,653,,,-70,635,,
4,265,215,395,594,,,-50,130,,
4,380,,,284,351,484,,,67,200
4,330,,,84,106,326,,,22,242
4,210,235,465,317,,,25,255,,
4,245,410,425,608,,,165,180,,
4,360,,,342,301,405,,,-41,63
4,280,,,160,237,308,,,77,148
4,330,575,360,218,,,245,30,,
4,300,230,450,294,,,-70,150,,
4,495,,,282,434,487,,,152,205
4,125,,,51,136,247,,,85,196
4,200,630,610,606,,,430,410,,
5,-10,,,206,229,365,,,23,159
5,535,630,670,115,,,95,135,,
5,330,,,380,416,453,,,36,73
5,215,430,310,481,,,215,95,,
4,295,310,370,465,,,15,75,,
5,-55,,,194,138,173,,,-56,-21
5,50,,,520,485,585,,,-35,65
4,370,,,431,586,667,,,155,236
5,355,,,0,194,318,,,194,318
5,-10,305,335,310,,,315,345,,
3,275,,,0,121,497,,,121,497
3,175,255,260,242,,,80,85,,
3,225,190,415,0,,,-35,190,,
3,315,355,645,494,,,40,330,,
3,260,,,0,410,345,,,410,345
3,310,,,0,0,244,,,0,244
3,295,,,142,356,464,,,214,322
3,205,290,590,393,,,85,385,,
3,210,245,290,0,,,35,80,,
3,425,,,159,114,288,,,-45,129
3,385,,,0,212,352,,,212,352
5,620,,,437,661,710,,,224,273
5,450,705,855,807,,,255,405,,
5,345,455,655,424,,,110,310,,
5,530,,,395,505,744,,,110,349
5,650,,,382,458,537,,,76,155
3,265,415,570,405,,,150,305,,
3,425,270,670,145,,,-155,245,,
3,-10,,,106,211,565,,,105,459
3,270,,,239,418,527,,,179,288
3,-65,330,545,0,,,395,610,,
3,170,425,655,52,,,255,485,,
3,345,,,265,312,481,,,47,216
3,290,185,605,267,,,-105,315,,
3,495,,,193,398,543,,,205,350
3,110,,,0,355,480,,,355,480
3,90,,,0,0,244,,,0,244
3,-55,,,0,0,,,,0,
3,295,,,324,311,421,,,-13,97
3,350,,,262,463,495,,,201,233
3,275,275,600,350,,,0,325,,
5,305,,,552,487,450,,,-65,-102
5,500,,,790,796,877,,,6,87
5,395,,,759,791,845,,,32,86
5,455,560,615,861,,,105,160,,
5,75,295,40,354,,,220,-35,,
5,400,615,350,434,,,215,-50,,
5,505,,,705,739,833,,,34,128
5,500,545,770,468,,,45,270,,
5,385,,,484,504,635,,,20,151
5,495,755,810,418,,,260,315,,
5,555,,,780,830,718,,,50,-62
5,40,,,0,0,0,,,0,0
5,-70,,,0,0,365,,,0,365
5,185,270,195,435,,,85,10,,
5,210,200,305,542,,,-10,95,,
5,275,,,0,0,362,,,0,362
5,320,300,605,0,,,-20,285,,
5,280,,,0,0,381,,,0,381
5,360,200,510,273,,,-160,150,,
5,355,,,348,376,390,,,28,42
5,355,,,0,0,500,,,0,500
5,250,295,570,727,,,45,320,,
5,400,310,985,312,,,-90,585,,
5,500,435,935,470,,,-65,435,,
5,400,745,955,641,,,345,555,,
5,410,,,0,167,375,,,167,375
5,380,450,960,385,,,70,580,,
5,535,510,930,500,,,-25,395,,
5,170,530,,288,,421,360,,,133
5,220,130,610,690,,,-90,390,,
5,,,,800,754,941,,,-46,141
5,255,,,441,427,557,,,-14,116
5,615,,,471,702,868,,,231,397
4,295,,,548,700,845,,,152,297
4,70,265,355,92,,,195,285,,
4,350,,,370,380,553,,,10,183
4,380,,,508,517,452,,,9,-56
4,435,525,520,752,,,90,85,,
4,285,135,580,145,,,-150,295,,
4,195,,,465,337,361,,,-128,-104
4,55,340,370,357,,,285,315,,
4,460,,,560,402,487,,,-158,-73
4,230,,,0,0,0,,,0,0
6,230,390,,,,,160,,,
7,225,480,,,,,255,,,
8,725,510,,,,,-215,,,
7,,,,310,457,191,,,147,-119
7,,,,171,285,276,,,114,105
7,,,,291,366,203,,,75,-88
7,,,,874,,410,,,,-464
7,355,495,475,542,,,140,120,,
7,,,,541,650,693,,,109,152
7,350,520,855,414,,,170,505,,
7,740,,845,24,,,,105,,
7,195,360,540,,,,165,345,,
7,,,,444,574,515,,,130,71
7,,,,674,637,669,,,-37,-5
7,290,395,570,287,,,105,280,,
8,385,75,270,699,,,-310,-115,,
8,35,190,410,388,,,155,375,,
8,,,,375,303,0,,,-72,-375
8,,,,40,905,947,,,865,907
8,485,280,530,,,,-205,45,,
8,,,,489,530,647,,,41,158
8,,,,786,798,788,,,12,2
8,600,440,485,,,,-160,-115,,
8,,,,65,183,236,,,118,171
8,,,,823,,784,,,,-39
8,490,465,585,,,,-25,95,,
8,,,,489,552,504,,,63,15
8,395,395,805,,,,0,410,,
8,450,515,470,,,,65,20,,
8,,,,724,771,715,,,47,-9
8,,,,565,603,626,,,38,61
8,415,185,250,669,,,-230,-165,,
8,,,,739,669,614,,,-70,-125
8,685,330,415,594,,,-355,-270,,
8,,,,611,630,770,,,19,159
8,,,,399,418,709,,,19,310
8,475,,585,948,,,,110,,
6,250,240,345,176,,,-10,95,,
6,,,,532,476,550,,,-56,18
6,,,,335,393,183,,,58,-152
6,55,430,170,390,,,375,115,,
6,755,635,845,,,,-120,90,,
6,,,,344,359,444,,,15,100
6,,,,512,482,520,,,-30,8
6,,,,594,518,485,,,-76,-109
6,300,575,600,,,,275,300,,
6,,,,72,50,524,,,-22,452
8,580,,445,1154,,,,-135,,
8,,,,867,892,957,,,25,90
8,,,,568,572,755,,,4,187
8,535,760,810,,,,225,275,,
8,,,,904,843,883,,,-61,-21
8,560,480,575,,,,-80,15,,
8,775,680,905,,,,-95,130,,
8,,,,856,816,807,,,-40,-49
8,,,,624,602,707,,,-22,83
8,580,705,685,,,,125,105,,
7,,,,840,708,767,,,-132,-73
7,,,,546,662,742,,,116,196
7,,,,262,189,439,,,-73,177
7,,,,591,498,576,,,-93,-15
7,475,615,535,,,,140,60,,
7,,,,537,512,451,,,-25,-86
7,300,560,335,,,,260,35,,
7,510,685,695,,,,175,185,,
7,,,,660,720,811,,,60,151
7,290,600,405,,,,310,115,,
7,395,555,730,,,,160,335,,
7,,,,776,872,856,,,96,80
7,,,,927,860,854,,,-67,-73
7,460,,785,,,,,325,,
7,,,,800,845,949,,,45,149
6,,,,626,666,345,,,40,-281
6,,,,705,698,935,,,-7,230
6,460,320,600,208,,,-140,140,,
6,465,465,600,710,,,0,135,,
6,,,,396,490,500,,,94,104
6,,,,301,403,499,,,102,198
6,370,580,,,,,210,,,
6,580,420,345,292,,,-160,-235,,
6,,,,237,255,306,,,18,69
6,240,450,525,268,,,210,285,,
6,,,,543,546,336,,,3,-207
10,755,275,,254,,,-480,,,
9,310,480,,523,,,170,,,
9,,,,1044,962,,,,-82,
10,275,,,287,,295,,,,8
10,,,,383,,398,,,,15
10,840,915,,,,,75,,,
10,410,620,,,,,210,,,
10,615,330,,,,,-285,,,
9,,,,871,844,,,,-27,
9,,,,221,,331,,,,110
10,,,,420,,529,,,,109
10,705,525,,,,,-180,,,
9,,,,507,691,861,,,184,354
9,,,,925,,1065,,,,140
9,945,795,,,,,-150,,,
9,,,,697,650,854,,,-47,157
9,,,,605,,712,,,,107
9,575,,,640,,716,,,,76
9,590,,775,,,,,185,,
9,405,,,674,,733,,,,59
9,540,,,915,,868,,,,-47
9,855,,1000,,,,,145,,
9,,,,887,721,651,,,-166,-236
9,595,790,645,,,,195,50,,
9,645,,585,,,,,-60,,
9,,,,582,560,627,,,-22,45
9,,,,751,,825,,,,74
10,870,1040,1235,,,,170,365,,
10,665,555,665,804,,,-110,0,,
10,,,,946,1050,958,,,104,12
10,,,,530,580,839,,,50,309
10,780,330,-160,,,,-450,-940,,
10,640,,835,,,,,195,,
10,,,,848,952,921,,,104,73
10,505,600,810,,,,95,305,,
10,,,,670,505,753,,,-165,83
10,685,,,887,,910,,,,23
10,365,,300,734,,,,-65,,
10,425,,425,862,,,,0,,
10,830,,450,823,,,,-380,,
10,,,,853,771,911,,,-82,58
10,600,,810,,,,,210,,
10,1035,,450,732,,829,,-585,,97
10,,,,915,915,910,,,0,-5
10,,,,603,641,697,,,38,94
9,745,940,985,,,,195,240,,
9,,,,717,,793,,,,76
9,470,385,500,,,,-85,30,,
9,,,,756,855,820,,,99,64
9,,,,257,552,509,,,295,252
9,,,,611,673,649,,,62,38
9,475,755,810,,,,280,335,,
9,,,,649,513,,,,-136,
9,,,,906,773,794,,,-133,-112
9,640,715,890,,,,75,250,,
9,280,235,460,527,,,-45,180,,
9,,,,952,920,1015,,,-32,63
9,,,,821,716,878,,,-105,57
9,525,890,945,,,,365,420,,
9,580,595,790,,,,15,210,,
9,,,,769,723,790,,,-46,21
9,,,,997,1019,1082,,,22,85
9,465,565,775,,,,100,310,,
9,,,,820,910,929,,,90,109
9,,,,999,835,926,,,-164,-73
9,360,450,710,,,,90,350,,
9,570,745,915,,,,175,345,,
9,,,,996,955,937,,,-41,-59
9,570,370,385,,,,-200,-185,,
9,,,,725,919,865,,,194,140
9,830,520,,,,,-310,,,
9,,,,785,761,720,,,-24,-65
9,,,,898,739,830,,,-159,-68
9,,,,568,,651,,,,83
9,,,,686,788,,,,102,
9,600,375,530,,,,-225,-70,,
9,,,,1041,789,922,,,-252,-119
9,,,,670,818,945,,,148,275
9,515,690,575,,,,175,60,,
9,540,580,470,744,,,40,-70,,
9,300,485,780,853,,,185,480,,
9,510,285,790,,,,-225,280,,
10,850,,930,1089,,,,80,,
10,795,560,695,869,,,-235,-100,,
10,,,,1001,1114,1189,,,113,188
10,495,605,505,,,,110,10,,
10,980,1155,1145,,,,175,165,,
10,,,,602,706,830,,,104,228
10,,,,912,873,924,,,-39,12
10,,,,653,,969,,,,316
10,760,895,880,,,,135,120,,
10,,,,804,918,974,,,114,170
10,,,,931,849,1037,,,-82,106
10,,,,981,,1082,,,,101
10,,,,806,,810,,,,4
10,,,,794,,746,,,,-48
10,270,,510,850,,,,240,,
10,,,,1008,,1004,,,,-4
10,1000,,850,,,,,-150,,
10,1075,,765,,,,,-310,,
10,580,,480,,,,,-100,,
10,,,,653,,578,,,,-75
10,,,,351,,447,,,,96
10,545,,675,,,,,130,,
9,675,,720,,,,,45,,
9,665,,680,,,,,15,,
9,,,,445,,663,,,,218
9,,,,906,,750,,,,-156
9,370,640,370,,,,270,0,,
9,,,,829,,906,,,,77
9,560,,515,,,,,-45,,
9,,,,370,,566,,,,196
9,,,,704,,913,,,,209
9,555,,385,,,,,-170,,
9,710,,860,,,,,150,,
9,750,635,865,,,,-115,115,,
9,870,915,830,,,,45,-40,,
9,,,,462,732,716,,,270,254
9,,,,862,808,959,,,-54,97
9,,,,988,919,900,,,-69,-88
9,,,,705,786,847,,,81,142
9,,,,837,1030,1029,,,193,192
9,,,,871,978,871,,,107,0
9,670,955,1100,,,,285,430,,
9,670,865,910,,,,195,240,,
10,320,535,560,,,,215,240,,
10,,,,667,,708,,,,41
10,,,,851,,888,,,,37
10,,,,1002,879,957,,,-123,-45
10,960,840,1150,,,,-120,190,,
10,,,,804,,849,,,,45
10,955,890,780,,,,-65,-175,,
10,555,880,735,,,,325,180,,
10,780,,,847,,662,,,,-185
10,915,405,460,,,,-510,-455,,
10,,,,947,1081,1064,,,134,117
9,755,635,900,,,,-120,145,,
9,875,530,680,,,,-345,-195,,
9,710,465,580,,,,-245,-130,,
9,,,,628,717,818,,,89,190
9,670,655,855,,,,-15,185,,
9,440,625,695,,,,185,255,,
9,,,,654,550,588,,,-104,-66
9,,,,586,577,446,,,-9,-140
9,,,,932,,1104,,,,172
9,,,,820,723,633,,,-97,-187
9,,,,695,858,876,,,163,181
8,,,,612,650,,,,38,
7,,,,647,,895,,,,248
7,,,,457,,541,,,,84
8,555,620,470,,,,65,-85,,
8,,,,220,295,523,,,75,303
8,835,785,900,,,,-50,65,,
8,,,,339,495,539,,,156,200
8,585,495,635,699,,,-90,50,,
8,,,,590,780,700,,,190,110
8,590,710,780,,,,120,190,,
8,,,,876,932,1092,,,56,216
8,,,,879,710,730,,,-169,-149
8,,,,730,915,1024,,,185,294
8,480,555,525,,,,75,45,,
6,,,,806,866,870,,,60,64
6,,,,604,728,616,,,124,12
6,310,280,350,385,,,-30,40,,
6,,,,333,424,547,,,91,214
6,700,825,740,,,,125,40,,
6,,,,577,647,348,,,70,-229
6,735,700,620,,,,-35,-115,,
6,470,700,735,,,,230,265,,
6,,,,899,,796,,,,-103
6,595,370,270,,,,-225,-325,,
6,,,,487,490,538,,,3,51
8,,,,765,821,838,,,56,73
8,640,710,645,,,,70,5,,
8,555,645,365,,,,90,-190,,
8,535,,715,,,,,180,,
8,,,,585,668,720,,,83,135
8,,,,306,405,311,,,99,5
8,,,,827,,938,,,,111
8,600,,575,,,,,-25,,
8,,,,911,1026,1146,,,115,235
8,325,325,440,,,,0,115,,
7,,,,505,650,845,,,145,340
7,375,350,455,450,,,-25,80,,
7,,,,575,680,524,,,105,-51
7,420,605,575,,,,185,155,,
7,,,,904,916,974,,,12,70
7,550,590,640,,,,40,90,,
7,,,,534,810,906,,,276,372
7,535,765,820,,,,230,285,,
7,785,825,975,,,,40,190,,
7,,,,886,966,1040,,,80,154
7,,,,850,864,1020,,,14,170
6,505,545,570,681,,,40,65,,
6,,,,549,702,802,,,153,253
6,525,420,640,,,,-105,115,,
6,,,,474,382,229,,,-92,-245
6,,,,488,689,781,,,201,293
7,470,605,640,,,,135,170,,
7,,,,491,641,613,,,150,122
7,775,,695,,,,,-80,,
7,565,885,810,,,,320,245,,
7,,,,669,687,767,,,18,98
7,510,525,740,684,,,15,230,,
7,600,415,480,,,,-185,-120,,
7,,,,721,,864,,,,143
7,930,,,915,,991,,,,76
7,,,,649,840,785,,,191,136
7,,,,748,903,901,,,155,153
